capital,funcao,ano,valor_empenhado,valor_pago,taxa_execucao_pct
Prefeitura Municipal do Rio de Janeiro - RJ,06 - Segurança Pública,2025,786889662.2,722297040.94,91.8
Prefeitura Municipal de Rio Branco - AC,06 - Segurança Pública,2025,21468249.36,19652694.36,91.5
Prefeitura Municipal de Florianópolis - SC,06 - Segurança Pública,2025,85901782.13,78266299.82,91.1
Prefeitura Municipal de Belo Horizonte - MG,06 - Segurança Pública,2025,412184926.63,368894671.63,89.5
Prefeitura Municipal de São Luís - MA,06 - Segurança Pública,2025,6458230.96,4739892.22,73.4
Prefeitura Municipal de Porto Velho - RO,06 - Segurança Pública,2025,534086.48,130725.0,24.5
Prefeitura Municipal do Rio de Janeiro - RJ,07 - Relações Exteriores,2025,9077919.0,8807000.8,97.0
Prefeitura Municipal de Manaus - AM,08 - Assistência Social,2025,228942982.61,223017471.23,97.4
Prefeitura Municipal de Belém - PA,08 - Assistência Social,2025,227524754.34,220869416.79,97.1
Prefeitura Municipal do Rio de Janeiro - RJ,08 - Assistência Social,2025,573658278.66,550271738.8,95.9
Prefeitura Municipal de Fortaleza - CE,08 - Assistência Social,2025,174294793.15,167092247.6,95.9
Prefeitura Municipal de Rio Branco - AC,08 - Assistência Social,2025,53040014.83,50644475.45,95.5
Prefeitura Municipal de Salvador - BA,08 - Assistência Social,2025,326162404.02,303510443.14,93.1
Prefeitura Municipal de Florianópolis - SC,08 - Assistência Social,2025,240790109.45,223755772.3,92.9
Prefeitura Municipal de Belo Horizonte - MG,08 - Assistência Social,2025,437682255.71,401763657.52,91.8
Prefeitura Municipal de São Luís - MA,08 - Assistência Social,2025,81306924.41,71946527.08,88.5
Prefeitura Municipal de Porto Velho - RO,08 - Assistência Social,2025,21340958.59,16222255.74,76.0
Prefeitura Municipal de Goiânia - GO,08 - Assistência Social,2025,9633383.84,6449559.26,67.0
Prefeitura Municipal de Fortaleza - CE,09 - Previdência Social,2025,1576646972.94,1576423607.69,100.0
Prefeitura Municipal de Goiânia - GO,09 - Previdência Social,2025,1291079126.04,1291079126.04,100.0
Prefeitura Municipal de Belém - PA,09 - Previdência Social,2025,15483733.51,15483733.51,100.0
Prefeitura Municipal de Salvador - BA,09 - Previdência Social,2025,798628513.27,798169448.69,99.9
Prefeitura Municipal de Rio Branco - AC,09 - Previdência Social,2025,122488024.05,122423966.65,99.9
Prefeitura Municipal de Porto Velho - RO,09 - Previdência Social,2025,239395143.04,238744520.45,99.7
Prefeitura Municipal de Manaus - AM,09 - Previdência Social,2025,650985794.37,648610039.36,99.6
Prefeitura Municipal de São Luís - MA,09 - Previdência Social,2025,544610006.86,536530302.95,98.5
Prefeitura Municipal de Florianópolis - SC,09 - Previdência Social,2025,529750275.5,500217726.36,94.4
Prefeitura Municipal do Rio de Janeiro - RJ,09 - Previdência Social,2025,6925912786.07,6392279265.65,92.3
Prefeitura Municipal de Belo Horizonte - MG,09 - Previdência Social,2025,2176300127.3,2004892348.11,92.1
Prefeitura Municipal de Belém - PA,10 - Saúde,2025,1535321534.89,1530781083.98,99.7
Prefeitura Municipal de Fortaleza - CE,10 - Saúde,2025,3606356225.07,3558623753.88,98.7
Prefeitura Municipal de Goiânia - GO,10 - Saúde,2025,2123805780.42,2089005643.09,98.4
Prefeitura Municipal de Manaus - AM,10 - Saúde,2025,1809366688.92,1754888655.55,97.0
Prefeitura Municipal de Salvador - BA,10 - Saúde,2025,2964695514.49,2871734595.06,96.9
Prefeitura Municipal do Rio de Janeiro - RJ,10 - Saúde,2025,7754089612.56,7423340856.06,95.7
Prefeitura Municipal de Porto Velho - RO,10 - Saúde,2025,614670335.17,583501264.01,94.9
Prefeitura Municipal de Rio Branco - AC,10 - Saúde,2025,301506080.15,281531739.09,93.4
Prefeitura Municipal de São Luís - MA,10 - Saúde,2025,1597288090.23,1478140802.08,92.5
Prefeitura Municipal de Florianópolis - SC,10 - Saúde,2025,654349308.17,600152962.5,91.7
Prefeitura Municipal de Belo Horizonte - MG,10 - Saúde,2025,6605059924.54,5852356866.06,88.6
Prefeitura Municipal de Belém - PA,11 - Trabalho,2025,1881162.04,1880379.21,100.0
Prefeitura Municipal de Rio Branco - AC,11 - Trabalho,2025,8597770.45,8202946.2,95.4
Prefeitura Municipal de Manaus - AM,11 - Trabalho,2025,57579151.69,54584240.52,94.8
Prefeitura Municipal do Rio de Janeiro - RJ,11 - Trabalho,2025,151734484.87,140714501.05,92.7
Prefeitura Municipal de Florianópolis - SC,11 - Trabalho,2025,799999.92,666666.6,83.3
Prefeitura Municipal de Salvador - BA,11 - Trabalho,2025,34070137.39,27562201.62,80.9
Prefeitura Municipal de Belo Horizonte - MG,11 - Trabalho,2025,5327241.37,4246024.27,79.7
Prefeitura Municipal de Porto Velho - RO,11 - Trabalho,2025,186357.16,148539.62,79.7
Prefeitura Municipal de Fortaleza - CE,11 - Trabalho,2025,4943766.68,2055431.04,41.6
Prefeitura Municipal de Fortaleza - CE,12 - Educação,2025,3081913317.68,3056691201.33,99.2
Prefeitura Municipal de Salvador - BA,12 - Educação,2025,2455675914.09,2423876006.9,98.7
Prefeitura Municipal de Manaus - AM,12 - Educação,2025,2875309587.37,2832683310.26,98.5
Prefeitura Municipal de Rio Branco - AC,12 - Educação,2025,360196914.4,354158021.6,98.3
Prefeitura Municipal de Porto Velho - RO,12 - Educação,2025,611329797.52,594019947.68,97.2
Prefeitura Municipal de Goiânia - GO,12 - Educação,2025,1994550414.32,1887502684.53,94.6
Prefeitura Municipal de Florianópolis - SC,12 - Educação,2025,886216156.99,825467488.45,93.1
Prefeitura Municipal de Belo Horizonte - MG,12 - Educação,2025,3699336796.89,3389718431.63,91.6
Prefeitura Municipal de Belém - PA,12 - Educação,2025,1101615425.38,980423827.26,89.0
Prefeitura Municipal do Rio de Janeiro - RJ,12 - Educação,2025,7713730032.26,6693456711.41,86.8
Prefeitura Municipal de São Luís - MA,12 - Educação,2025,1482100648.67,1147251468.21,77.4
Prefeitura Municipal de Belém - PA,13 - Cultura,2025,19781087.6,19780569.51,100.0
Prefeitura Municipal de Rio Branco - AC,13 - Cultura,2025,11225865.67,10997282.56,98.0
Prefeitura Municipal de Manaus - AM,13 - Cultura,2025,169863886.75,165293526.27,97.3
Prefeitura Municipal de Fortaleza - CE,13 - Cultura,2025,106259774.34,103242659.31,97.2
Prefeitura Municipal do Rio de Janeiro - RJ,13 - Cultura,2025,291940781.78,274947057.01,94.2
Prefeitura Municipal de Porto Velho - RO,13 - Cultura,2025,15878538.13,14799357.63,93.2
Prefeitura Municipal de Belo Horizonte - MG,13 - Cultura,2025,133643261.55,121978427.66,91.3
Prefeitura Municipal de São Luís - MA,13 - Cultura,2025,161159073.11,144097321.05,89.4
Prefeitura Municipal de Salvador - BA,13 - Cultura,2025,91641156.28,81824670.5,89.3
Prefeitura Municipal de Goiânia - GO,13 - Cultura,2025,5813585.08,5046862.58,86.8
Prefeitura Municipal de Florianópolis - SC,13 - Cultura,2025,18293310.95,15383356.87,84.1
Prefeitura Municipal de Manaus - AM,14 - Direitos da Cidadania,2025,25501968.61,25501968.61,100.0
Prefeitura Municipal de Rio Branco - AC,14 - Direitos da Cidadania,2025,864388.13,864388.13,100.0
Prefeitura Municipal de Belém - PA,14 - Direitos da Cidadania,2025,8120303.14,7966208.27,98.1
Prefeitura Municipal de Florianópolis - SC,14 - Direitos da Cidadania,2025,1373596.46,1307206.26,95.2
Prefeitura Municipal de Belo Horizonte - MG,14 - Direitos da Cidadania,2025,81919362.86,76291373.15,93.1
Prefeitura Municipal de Fortaleza - CE,14 - Direitos da Cidadania,2025,24185418.87,22195128.41,91.8
Prefeitura Municipal de Salvador - BA,14 - Direitos da Cidadania,2025,48334970.16,44109479.63,91.3
Prefeitura Municipal do Rio de Janeiro - RJ,14 - Direitos da Cidadania,2025,127289744.62,113479892.93,89.2
Prefeitura Municipal de Goiânia - GO,14 - Direitos da Cidadania,2025,3545790.1,2702721.68,76.2
Prefeitura Municipal de São Luís - MA,14 - Direitos da Cidadania,2025,13878861.75,4694086.0,33.8
Prefeitura Municipal de Goiânia - GO,15 - Urbanismo,2025,58460573.3,58460573.3,100.0
Prefeitura Municipal de Manaus - AM,15 - Urbanismo,2025,2137708607.78,2122736903.51,99.3
Prefeitura Municipal de Fortaleza - CE,15 - Urbanismo,2025,938089323.37,919781719.42,98.0
Prefeitura Municipal de Belém - PA,15 - Urbanismo,2025,92568821.05,88078588.22,95.1
Prefeitura Municipal de Salvador - BA,15 - Urbanismo,2025,2086440665.97,1954915770.05,93.7
Prefeitura Municipal do Rio de Janeiro - RJ,15 - Urbanismo,2025,3797283642.48,3474133070.43,91.5
Prefeitura Municipal de Rio Branco - AC,15 - Urbanismo,2025,348832133.73,308888499.82,88.5
Prefeitura Municipal de Belo Horizonte - MG,15 - Urbanismo,2025,765927642.79,673783764.88,88.0
Prefeitura Municipal de Florianópolis - SC,15 - Urbanismo,2025,243748402.74,204722507.77,84.0
Prefeitura Municipal de São Luís - MA,15 - Urbanismo,2025,494541477.91,414503002.06,83.8
Prefeitura Municipal de Porto Velho - RO,15 - Urbanismo,2025,250557503.37,200502540.22,80.0
Prefeitura Municipal de Belém - PA,16 - Habitação,2025,51580367.7,51489830.16,99.8
Prefeitura Municipal de Fortaleza - CE,16 - Habitação,2025,18395175.96,17998877.85,97.8
Prefeitura Municipal de Manaus - AM,16 - Habitação,2025,19613415.85,19025280.53,97.0
Prefeitura Municipal de Porto Velho - RO,16 - Habitação,2025,8057654.13,7665957.01,95.1
Prefeitura Municipal de Goiânia - GO,16 - Habitação,2025,8196345.0,7742880.0,94.5
Prefeitura Municipal de Salvador - BA,16 - Habitação,2025,98777000.59,88135699.92,89.2
Prefeitura Municipal do Rio de Janeiro - RJ,16 - Habitação,2025,195995264.65,172805558.69,88.2
Prefeitura Municipal de Florianópolis - SC,16 - Habitação,2025,2162036.4,1866856.8,86.3
Prefeitura Municipal de Belo Horizonte - MG,16 - Habitação,2025,214102095.18,180158669.75,84.1
Prefeitura Municipal de Rio Branco - AC,16 - Habitação,2025,22328062.89,15725142.55,70.4
Prefeitura Municipal de Goiânia - GO,17 - Saneamento,2025,646427846.26,646427846.26,100.0
Prefeitura Municipal de Rio Branco - AC,17 - Saneamento,2025,98116759.82,98110372.04,100.0
Prefeitura Municipal de Fortaleza - CE,17 - Saneamento,2025,1579900.59,1579900.59,100.0
Prefeitura Municipal de Manaus - AM,17 - Saneamento,2025,27604665.91,27604665.91,100.0
Prefeitura Municipal de Salvador - BA,17 - Saneamento,2025,13362937.92,13317302.56,99.7
Prefeitura Municipal de Belém - PA,17 - Saneamento,2025,845662585.95,838024693.78,99.1
Prefeitura Municipal de Florianópolis - SC,17 - Saneamento,2025,99106579.46,96907812.84,97.8
Prefeitura Municipal do Rio de Janeiro - RJ,17 - Saneamento,2025,907642307.46,879825283.99,96.9
Prefeitura Municipal de Belo Horizonte - MG,17 - Saneamento,2025,712459571.26,644482552.48,90.5
Prefeitura Municipal de São Luís - MA,17 - Saneamento,2025,361326934.65,325502415.76,90.1
Prefeitura Municipal de Porto Velho - RO,17 - Saneamento,2025,4607434.1,1321727.64,28.7
Prefeitura Municipal de Belém - PA,18 - Gestão Ambiental,2025,22078085.88,22078085.88,100.0
Prefeitura Municipal de Goiânia - GO,18 - Gestão Ambiental,2025,2306705.13,2259305.13,97.9
Prefeitura Municipal de Manaus - AM,18 - Gestão Ambiental,2025,41056723.96,39890856.04,97.2
Prefeitura Municipal de Fortaleza - CE,18 - Gestão Ambiental,2025,93986378.5,91056221.03,96.9
Prefeitura Municipal de Rio Branco - AC,18 - Gestão Ambiental,2025,13270297.48,12839517.93,96.8
Prefeitura Municipal de Salvador - BA,18 - Gestão Ambiental,2025,39613017.85,38060238.88,96.1
Prefeitura Municipal do Rio de Janeiro - RJ,18 - Gestão Ambiental,2025,130875503.41,122060116.05,93.3
Prefeitura Municipal de Belo Horizonte - MG,18 - Gestão Ambiental,2025,206925450.19,174527323.11,84.3
Prefeitura Municipal de Porto Velho - RO,18 - Gestão Ambiental,2025,8208916.15,6648160.54,81.0
Prefeitura Municipal de Florianópolis - SC,18 - Gestão Ambiental,2025,85028626.45,60181798.53,70.8
Prefeitura Municipal de São Luís - MA,18 - Gestão Ambiental,2025,157088.98,48453.05,30.8
Prefeitura Municipal de Belém - PA,19 - Ciência e Tecnologia,2025,25739054.02,25734814.11,100.0
Prefeitura Municipal do Rio de Janeiro - RJ,19 - Ciência e Tecnologia,2025,61317382.27,59081085.83,96.4
Prefeitura Municipal de Goiânia - GO,19 - Ciência e Tecnologia,2025,15548308.9,14586903.74,93.8
Prefeitura Municipal de Rio Branco - AC,19 - Ciência e Tecnologia,2025,3847111.51,3502912.75,91.1
Prefeitura Municipal de Fortaleza - CE,19 - Ciência e Tecnologia,2025,6743777.75,6099639.72,90.4
